Districtid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74
CT_Narayanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,71,46,16,15,31,68,72,99,131,186,298,182,156,124,147,65,48,30,23,20,11,6,29,5,11,4,7,5,5,29,0,2,3,2,1,0,8,12,23,45,97,130,187,235,298,277,154,153,136,62,44,49,35,28,22,12,21,7
CT_Raigarh,0,0,0,0,0,0,0,0,0,9,4,32,17,21,24,25,14,17,31,29,99,252,324,634,861,994,1391,880,1666,1569,1573,1473,1281,1289,1063,1360,1153,804,667,807,603,438,409,273,236,1464,118,133,81,64,54,34,108,158,420,1599,3491,6340,7078,7647,5148,2731,1524,929,349,166,112,69,76,84,75,35,36,41
CT_Raipur,0,0,0,0,0,0,6,1,0,1,5,21,94,68,65,151,226,489,861,1057,934,1211,1935,3182,5194,5728,5670,4878,3113,2315,1740,1340,1080,940,1023,1242,1617,1415,1314,1699,1186,1224,1207,868,573,-2360,791,445,535,434,550,940,2047,3785,7851,17787,25257,18596,9943,6560,3856,2077,933,582,518,187,124,130,157,120,90,70,102,23
CT_Rajnandgaon,0,0,0,0,0,0,1,0,0,21,13,16,28,78,86,56,42,96,87,208,164,239,324,413,1231,1669,1764,750,843,1126,1089,823,741,713,699,931,1074,691,668,657,617,571,518,309,185,141,53,42,92,65,113,123,295,930,1962,6305,7735,5984,5481,3832,1686,732,376,176,109,93,31,17,15,45,15,17,2,4
CT_Sukma,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,23,39,9,25,95,159,157,74,324,305,385,327,356,362,285,342,137,67,67,39,43,40,21,19,25,25,21,14,221,0,0,2,1,0,2,0,13,15,66,95,149,288,323,325,289,258,462,386,197,228,239,268,183,88,36,33,17
CT_Surajpur,0,0,0,0,0,0,6,0,0,1,1,3,3,3,7,0,7,1,10,20,29,27,45,95,215,279,366,274,373,387,457,461,264,219,162,205,260,273,334,356,341,308,202,122,112,111,71,56,39,26,29,149,117,223,395,971,1818,2191,2802,3765,3928,2728,1740,885,314,141,60,50,61,45,31,11,26,5
CT_Surguja,0,0,0,0,0,0,0,0,0,6,1,7,13,15,8,8,29,64,55,28,16,49,116,207,267,367,497,499,511,482,543,355,321,277,264,310,484,312,366,389,366,305,342,149,131,-66,44,64,82,62,52,142,287,391,536,1371,1937,3907,3382,3947,3291,2537,1775,768,373,161,101,113,75,54,26,43,15,12
CT_Uttar Bastar Kanker,0,0,0,0,0,0,0,0,0,5,14,2,5,0,19,21,13,58,74,15,61,69,129,201,88,262,302,570,349,698,534,531,383,282,214,185,197,215,239,130,85,100,115,57,55,349,21,19,21,23,22,15,46,106,270,1098,1191,2893,3473,3387,2063,956,422,140,150,74,60,96,44,35,77,87,82,45
DN_Dadra and Nagar Haveli,0,0,0,0,0,0,0,1,0,1,0,17,10,26,40,78,41,71,123,128,134,155,161,104,110,114,94,50,27,50,13,20,13,13,5,20,5,4,10,2,4,3,1,2,3,3,0,0,0,2,1,10,18,65,92,145,506,1251,957,596,278,120,47,51,19,12,1,24,11,7,26,7,2,1
DN_Daman,0,0,0,0,0,0,0,0,0,0,0,0,4,23,50,76,92,86,111,136,144,144,89,45,89,43,48,53,44,31,12,23,13,7,6,12,8,6,4,2,2,2,1,5,1,0,0,2,2,2,3,15,18,36,35,112,232,380,330,360,213,129,76,68,20,32,20,8,5,2,15,6,0,2
DN_Diu,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,3,10,12,14,29,38,37,27,36,30,31,20,6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36,109,82,107,139,41,224,94,10,5,1,2,1,2,1,0,0,0
DL_Delhi,0,0,0,0,0,0,4122,2420,2791,3577,5639,9105,11304,17788,23442,17012,13721,10661,7949,7185,7411,7801,8088,11350,16827,25876,28830,24923,20108,18629,21159,24802,34186,44078,51386,40947,38625,27802,15926,10444,6180,4354,3353,2382,1556,1217,960,880,959,1337,1723,2474,3872,8673,16547,42042,113575,176784,169770,135679,77180,27808,9427,4217,2021,1284,1507,785,570,448,366,421,430,343
GJ_Ahmedabad,0,0,0,0,0,0,3543,1997,2604,1857,1880,2086,2339,2258,1705,1446,1208,1240,1366,1134,1082,1095,1180,1157,1174,1202,1206,1290,1384,1304,1290,1254,1233,1224,1386,1844,2452,2304,1990,1656,1418,1156,971,826,679,571,384,362,358,580,778,1018,1946,3743,4371,6836,17146,33928,38826,29653,20454,10522,2937,1538,691,329,207,138,96,51,42,39,36,44
GJ_Amreli,0,0,0,0,0,0,0,0,1,3,5,5,10,16,22,35,36,80,81,172,158,234,216,162,191,184,191,206,197,204,157,138,109,92,104,104,145,155,138,117,77,46,25,31,22,18,22,16,13,16,20,26,50,100,146,168,505,681,953,913,1577,828,482,202,68,56,18,23,10,3,10,7,3,3
GJ_Anand,0,0,0,0,0,0,74,3,5,8,9,9,17,21,47,52,42,62,57,78,77,59,77,62,81,82,56,59,88,78,84,79,77,71,74,91,171,122,61,98,88,65,70,70,40,36,34,37,35,35,70,103,93,93,139,176,408,502,847,1159,1360,1133,526,187,91,40,14,13,5,6,3,7,6,2
GJ_Aravalli,0,0,0,0,0,0,19,52,6,21,11,11,18,29,27,30,24,18,27,18,17,21,24,36,55,25,34,51,41,28,33,30,47,63,44,45,50,66,48,33,30,33,13,13,6,6,2,4,2,7,12,16,16,12,46,37,162,390,680,891,848,469,221,113,36,13,2,0,1,0,0,0,0,1
GJ_Banaskantha,0,0,0,0,0,0,29,48,6,16,8,29,14,13,6,51,103,103,152,157,45,68,130,123,155,119,235,298,231,212,123,133,134,182,269,317,312,258,192,138,109,68,51,33,12,4,15,1,9,2,12,15,30,62,81,224,790,1602,1699,1361,1537,625,553,190,52,37,15,15,10,2,4,1,1,0
GJ_Bharuch,0,0,0,0,0,0,27,1,4,5,1,16,24,58,69,76,120,160,165,167,114,170,177,159,168,156,156,149,181,174,156,131,124,90,108,74,145,145,102,110,111,102,74,66,49,38,15,9,25,17,34,95,131,88,144,186,875,1022,981,774,1114,820,476,258,121,59,15,11,16,7,4,5,1,0
GJ_Bhavnagar,0,0,0,0,0,0,53,41,13,7,7,17,28,23,51,82,234,322,272,274,349,282,310,348,362,328,316,288,263,184,110,102,101,91,75,83,147,142,183,132,139,76,62,65,52,26,22,22,21,52,50,108,175,244,342,619,1062,1826,3186,3184,2436,1140,558,214,57,13,11,6,12,6,2,2,2,1
GJ_Botad,0,0,0,0,0,0,27,26,3,0,3,1,5,6,11,17,17,30,46,54,91,47,48,55,58,58,61,58,28,31,27,21,8,6,25,27,27,31,27,20,19,11,10,4,2,0,0,2,1,5,9,1,3,6,26,65,183,219,187,195,165,46,27,25,3,2,0,0,2,0,0,0,0,0
GJ_Chhota Udaipur,0,0,0,0,0,0,14,0,7,1,11,4,3,1,14,5,16,22,18,44,28,28,33,49,60,52,38,34,33,31,34,38,29,33,19,29,33,31,37,15,15,11,21,10,6,5,5,4,10,13,8,27,46,35,49,72,120,223,480,660,442,187,78,20,2,0,1,0,0,1,0,0,0,0
GJ_Dahod,0,0,0,0,0,0,6,14,2,10,4,9,3,3,8,7,61,97,171,203,146,140,168,114,108,135,114,90,61,65,62,78,51,63,80,131,137,166,137,114,152,131,99,72,55,22,17,16,15,13,20,38,94,129,151,227,433,766,1468,1175,1180,660,171,38,13,3,2,1,1,5,4,12,2,1
GJ_Dang,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,1,11,8,2,11,14,17,6,16,6,6,5,5,4,0,1,1,1,5,5,11,0,0,6,8,19,0,6,0,0,0,0,8,0,5,11,17,61,64,120,163,76,69,54,22,6,1,1,0,0,0,1,1,1,0,0
GJ_Devbhumi Dwarka,0,0,0,0,0,0,0,4,8,0,0,3,0,4,1,6,3,1,9,12,27,32,53,75,95,80,56,63,55,45,56,38,44,37,35,30,34,34,31,38,20,15,13,21,16,10,4,14,9,17,10,10,13,38,55,116,234,311,308,359,720,338,283,94,57,33,21,9,9,5,0,1,0,1
GJ_Gandhinagar,0,0,0,0,0,0,67,52,44,47,51,140,58,89,77,83,156,197,198,253,198,213,201,228,270,260,308,310,283,314,288,281,253,253,370,474,534,446,401,345,241,162,136,113,95,60,55,56,66,65,75,100,163,257,358,538,855,1835,2281,2119,1748,905,417,118,73,50,15,10,13,5,6,6,1,2
GJ_Gir Somnath,0,0,0,0,0,0,3,1,19,21,1,2,3,3,16,16,41,53,110,118,109,189,109,136,99,101,100,105,93,97,100,86,72,69,55,61,75,64,61,57,48,48,47,34,38,24,28,33,37,31,26,27,24,45,48,101,180,460,826,1237,1303,685,339,294,158,108,35,14,9,8,7,3,3,4
GJ_Jamnagar,0,0,0,0,0,0,1,22,11,12,8,7,15,41,73,76,77,88,136,198,288,327,455,622,820,771,873,791,645,649,602,452,212,201,193,226,272,288,281,227,134,85,112,83,69,32,41,37,40,65,76,74,167,252,362,1237,2159,3557,4952,4985,3407,1637,729,366,172,60,25,23,16,12,7,9,4,5
GJ_Junagadh,0,0,0,0,0,0,0,2,3,21,3,3,11,14,23,77,113,268,184,189,245,166,187,191,206,249,257,252,217,253,237,163,149,142,111,136,157,175,145,146,129,119,118,94,71,54,61,27,36,40,65,51,60,64,115,396,759,1270,1856,2737,3457,1925,1145,582,256,146,61,25,12,11,12,12,8,1
GJ_Kheda,0,0,0,0,0,0,9,20,11,19,17,20,18,14,11,57,97,130,85,97,107,93,65,80,70,67,73,75,76,68,74,69,68,75,98,127,203,271,217,142,175,96,73,57,43,25,17,22,44,41,53,88,149,170,187,229,359,787,1132,1136,1189,816,483,177,77,38,17,8,2,1,2,1,1,4
GJ_Kutch,0,0,0,0,0,0,7,0,7,50,5,8,15,9,40,41,56,71,130,107,156,180,199,180,142,172,201,227,205,165,146,131,97,84,102,138,125,179,167,185,161,185,131,81,90,49,29,27,34,64,71,77,89,118,151,270,491,1208,1276,1278,1287,830,510,187,69,48,26,7,6,5,1,3,1,0
GJ_Mahisagar,0,0,0,0,0,0,23,21,4,31,36,1,1,7,11,14,22,36,59,85,61,52,61,58,60,86,104,96,100,74,63,34,30,40,68,130,146,119,61,63,60,36,21,13,12,9,14,22,24,33,30,33,68,83,173,264,357,592,1409,924,1144,580,274,94,47,14,1,1,2,1,0,0,0,0
GJ_Morbi,0,0,0,0,0,0,1,0,1,1,1,0,2,4,6,18,33,61,52,115,99,167,177,138,171,188,178,166,143,123,129,87,103,97,98,101,131,162,129,77,67,60,59,45,39,28,25,19,20,24,17,29,54,97,151,252,361,441,532,635,342,145,57,18,11,6,0,2,4,0,1,2,0,0
GJ_Narmada,0,0,0,0,0,0,12,0,1,2,3,5,7,16,42,6,14,20,104,110,75,55,63,79,68,82,61,66,68,86,74,135,87,108,36,62,92,81,84,72,45,26,49,35,18,18,33,11,16,24,20,20,77,128,180,152,360,527,440,706,565,336,218,40,12,4,5,4,1,0,5,1,0,0
GJ_Navsari,0,0,0,0,0,0,8,0,0,7,10,6,8,9,41,53,98,105,103,114,88,70,76,70,83,81,55,53,64,52,42,34,17,24,22,13,41,57,15,21,20,26,21,11,8,4,4,4,6,11,8,24,21,54,55,146,586,747,948,1027,707,417,332,219,89,57,16,19,11,7,3,2,3,3
GJ_Panchmahal,0,0,0,0,0,0,38,21,10,3,13,16,17,17,33,34,34,51,93,112,151,240,279,211,239,212,201,192,159,149,154,110,83,85,91,107,187,187,147,167,139,114,55,45,30,38,13,13,19,27,45,69,128,101,168,244,484,654,856,1225,1494,1067,578,177,82,40,8,4,5,0,0,5,0,0
GJ_Patan,0,0,0,0,0,0,21,3,14,33,7,20,14,28,24,71,37,71,134,134,66,88,101,107,148,180,195,185,203,206,163,145,129,196,229,258,332,213,222,82,74,38,22,17,12,7,8,1,11,4,3,37,50,150,204,679,793,1127,1426,975,996,582,267,46,22,10,0,2,0,1,0,0,1,0
GJ_Porbandar,0,0,0,0,0,0,3,0,1,2,3,3,2,0,0,7,3,6,9,44,46,58,68,55,25,35,32,45,31,31,21,19,9,15,21,11,17,23,23,9,16,13,5,5,6,4,2,1,1,2,2,3,8,7,11,21,68,250,324,314,333,585,490,204,46,52,12,4,6,0,2,0,0,3
GJ_Rajkot,0,0,0,0,0,0,58,8,13,8,21,20,20,33,59,127,242,324,401,557,620,662,679,714,947,1033,1026,1061,1087,939,787,716,588,589,868,941,982,1031,935,892,762,598,550,531,448,348,249,289,230,341,387,475,759,1090,1661,2921,4335,4919,4241,4216,4281,2293,1523,790,301,187,78,46,40,17,7,4,4,16
GJ_Sabarkantha,0,0,0,0,0,0,3,14,15,31,38,16,18,13,18,27,54,60,52,84,81,60,54,53,81,80,80,99,97,133,137,177,119,127,124,102,152,171,147,144,79,73,54,51,37,30,21,23,27,35,50,60,81,99,118,166,341,717,902,998,1003,917,506,149,55,36,9,3,5,3,4,1,0,0
GJ_Surat,0,0,0,0,0,0,661,193,195,236,280,469,469,554,1185,1472,1863,1832,1964,1958,1672,1683,1687,1781,1888,1943,1964,2040,2023,1906,1771,1643,1565,1457,1304,1479,1971,1796,1451,1191,1121,1019,868,765,650,442,275,261,313,484,670,1174,2477,4285,4786,6358,11952,17035,14755,10377,6964,3475,2428,1240,739,465,195,121,76,53,40,37,24,32
GJ_Surendranagar,0,0,0,0,0,0,1,0,3,19,10,13,16,24,33,67,84,158,161,216,111,126,51,46,122,149,102,148,182,137,133,155,119,114,149,132,120,138,157,125,85,36,38,30,13,8,5,4,1,4,3,6,26,67,101,131,411,624,1463,693,626,245,130,15,9,6,3,7,2,4,4,0,0,0
GJ_Tapi,0,0,0,0,0,0,2,0,0,4,0,0,4,0,-3,5,28,20,58,34,23,29,39,54,69,88,63,51,81,67,33,25,24,41,44,22,38,25,19,25,12,12,19,8,6,3,2,0,4,8,1,10,17,45,42,70,330,752,885,599,351,110,81,28,7,11,3,1,2,0,4,0,3,0
GJ_Vadodara,0,0,0,0,0,0,325,168,146,167,203,249,253,302,308,383,473,531,580,659,755,772,803,864,869,884,906,950,927,871,858,819,803,795,896,1008,1214,1251,1201,1030,946,906,872,746,651,578,555,438,366,569,640,681,859,1315,2188,2828,3291,4678,5519,6916,7809,4531,3385,1819,905,286,122,89,46,34,44,29,37,23
GJ_Valsad,0,0,0,0,0,0,6,0,2,10,17,18,4,7,29,105,129,100,98,136,91,109,53,58,55,47,42,39,29,26,15,15,6,3,18,6,16,15,22,9,19,16,8,13,3,11,3,2,6,6,9,11,19,51,108,133,277,601,859,792,783,491,307,179,74,52,38,16,10,6,4,1,1,0
HR_Ambala,0,0,0,0,0,0,14,27,1,0,8,30,88,101,40,49,137,337,390,404,429,446,550,557,787,1246,1269,739,455,357,221,131,155,182,302,433,378,388,350,221,169,164,121,63,68,38,24,23,39,88,156,225,465,786,830,931,1371,1811,2627,3078,2782,1512,730,353,206,95,51,36,10,12,1,8,8,2
HR_Bhiwani,0,0,0,0,0,0,3,0,3,2,5,44,43,101,206,75,151,85,32,31,69,92,167,226,288,304,435,268,230,237,179,239,299,412,601,389,336,267,226,81,95,42,27,15,8,5,7,8,6,9,5,19,13,18,80,167,629,1260,1788,3393,3970,2489,1584,268,162,73,35,47,24,7,9,1,2,4
HR_Charkhi Dadri,0,0,0,0,0,0,1,0,3,2,7,22,12,13,9,18,2,12,31,23,27,33,51,0,50,35,150,67,76,58,90,70,103,78,109,70,84,73,33,37,30,20,13,4,0,1,0,1,3,0,8,3,5,9,12,46,143,288,353,470,991,684,335,100,30,10,28,28,2,0,0,1,0,2
HR_Faridabad,0,0,0,0,0,0,61,27,56,51,144,281,466,1014,1225,1039,834,1152,1124,1356,1149,934,714,835,1160,1940,1998,1563,1150,1063,1173,1206,1582,2419,3874,4653,3529,2347,1615,1098,448,266,242,229,145,104,54,53,47,60,100,151,259,420,723,1668,4949,8984,10785,11587,8614,2921,1088,615,222,82,56,13,14,21,10,11,17,18
HR_Fatehabad,0,0,0,0,0,0,1,6,1,0,7,23,22,32,7,23,21,71,45,80,129,71,118,216,250,352,429,278,197,160,153,156,181,281,431,260,228,207,104,54,41,36,17,18,8,2,6,4,3,8,24,13,63,207,173,302,904,1469,1744,2320,2316,1654,914,495,243,113,83,30,20,9,8,9,4,7
HR_Gurugram,0,0,0,0,0,0,63,79,51,69,415,1015,1433,1182,763,759,919,846,897,675,482,551,673,821,1336,1895,2513,2217,1805,1841,1854,2109,2749,3780,5094,4685,5062,3221,2490,1308,750,531,496,349,211,214,143,174,164,267,335,498,756,1446,2426,4659,10267,20550,27159,26627,16991,7678,1395,533,218,102,66,62,46,38,52,50,51,36
HR_Hisar,0,0,0,0,0,0,4,0,0,8,19,51,35,67,30,50,163,182,173,184,159,170,256,619,644,796,1020,1093,861,715,769,842,1069,1502,1573,1467,973,583,395,247,170,63,56,47,9,22,11,16,9,20,20,18,59,128,183,565,1913,4513,6111,8069,7503,4715,1787,692,313,110,45,37,17,20,8,4,4,3
HR_Jhajjar,0,0,0,0,0,0,40,34,16,1,6,10,19,54,55,93,136,157,136,66,75,84,70,124,233,436,281,271,202,199,214,254,311,389,376,327,353,293,210,134,124,33,19,15,8,16,13,40,2,7,4,6,18,51,105,366,796,1188,1591,2419,2370,2455,1081,238,142,11,10,5,17,4,7,5,2,2
HR_Jind,0,0,0,0,0,0,2,15,3,6,1,11,31,15,16,19,31,22,31,82,54,46,63,85,290,430,421,349,154,174,134,141,137,198,315,297,244,315,234,186,111,84,64,31,27,21,8,13,7,12,22,58,103,229,297,616,1372,1830,3527,2645,2553,1443,830,327,205,76,133,1,2,0,1,0,1,1
HR_Kaithal,0,0,0,0,0,0,2,0,3,0,13,25,14,9,12,32,19,40,45,52,73,120,188,359,374,342,365,258,158,149,150,83,49,106,101,107,134,143,104,65,36,38,39,19,25,11,21,18,17,30,67,130,118,228,325,290,740,529,1207,1209,806,627,469,225,140,59,36,19,20,10,5,7,2,2
HR_Karnal,0,0,0,0,0,0,6,8,3,7,26,41,37,86,59,117,104,114,196,281,124,330,498,576,1100,1452,1245,670,390,344,196,133,155,216,314,320,451,350,332,190,233,131,86,106,58,52,39,38,84,159,234,477,637,1048,1350,1582,2570,3535,5101,4247,3673,2028,1067,483,220,115,54,24,23,27,21,15,7,5
HR_Kurukshetra,0,0,0,0,0,0,2,0,1,12,12,24,15,36,11,24,53,49,80,141,187,208,363,429,577,1246,1065,611,635,251,282,167,219,233,220,212,249,245,244,271,154,100,65,71,39,38,37,33,55,123,215,287,555,625,642,1054,1208,1594,1468,1686,1602,968,490,231,172,67,60,40,17,11,8,14,8,5
HR_Mahendragarh,0,0,0,0,0,0,0,4,2,15,18,38,43,53,64,54,132,176,139,84,105,200,237,272,393,422,425,384,274,277,296,352,488,351,513,264,175,149,64,70,29,23,11,5,9,1,3,0,0,0,1,3,5,25,23,33,198,454,2590,4722,3881,2224,641,163,73,22,6,2,3,4,0,0,0,0
HR_Nuh,0,0,0,0,0,0,58,1,6,0,5,15,26,22,44,64,65,119,68,52,44,35,40,66,89,135,80,52,44,59,18,39,35,44,54,70,89,36,49,26,20,19,7,6,1,1,2,3,3,2,2,3,2,1,5,13,95,218,424,1133,664,443,126,73,49,23,6,4,7,4,1,0,0,2
HR_Palwal,0,0,0,0,0,0,34,2,3,2,17,61,66,74,39,49,98,170,176,141,152,182,116,82,152,287,331,267,182,199,135,189,160,150,102,217,113,157,115,95,29,41,16,13,6,3,2,3,3,2,2,2,4,10,13,59,203,299,610,1055,1547,1384,417,174,241,183,138,86,44,25,24,23,3,5
HR_Panchkula,0,0,0,0,0,0,18,2,5,0,1,2,20,39,21,12,21,102,170,186,308,260,369,539,866,1049,937,736,526,367,253,162,179,293,419,408,345,430,371,261,193,157,172,127,119,70,81,62,74,94,177,282,540,754,874,1284,1872,2128,2752,2964,2828,1740,832,452,147,69,51,23,16,18,6,5,10,8
HR_Panipat,0,0,0,0,0,0,13,23,0,17,8,11,21,25,48,59,143,141,345,292,416,476,658,701,1033,1156,950,588,305,214,126,85,142,205,339,329,403,332,389,247,199,105,89,44,35,21,21,36,47,42,105,54,93,320,394,669,1336,2699,3782,4484,3517,1799,621,209,59,75,14,6,5,5,3,3,2,2
HR_Rewari,0,0,0,0,0,0,0,3,6,2,12,22,31,72,87,117,247,418,323,454,321,363,437,526,447,541,512,457,536,378,421,449,579,618,642,539,686,394,345,206,63,59,27,19,10,5,2,1,2,2,4,2,11,21,40,147,294,630,1129,1778,1260,1789,1328,199,158,47,15,16,33,9,11,1,1,0
HR_Rohtak,0,0,0,0,0,0,4,0,4,7,16,106,150,134,106,129,243,235,140,254,315,223,410,397,459,646,940,589,589,475,365,334,609,569,787,621,685,605,470,279,100,88,88,46,26,29,15,10,8,4,9,22,45,123,229,380,822,980,2128,2531,2676,2346,827,207,93,38,24,20,10,7,14,15,14,10
HR_Sirsa,0,0,0,0,0,0,6,1,0,2,6,36,17,14,15,22,72,62,37,81,134,228,178,341,460,596,656,542,414,357,350,266,438,531,582,448,358,285,166,127,80,37,39,28,32,9,14,12,2,10,12,18,59,128,202,465,1009,1528,3209,4141,4737,2658,1639,711,350,130,80,38,22,18,5,2,2,3
HR_Sonipat,0,0,0,0,0,0,26,63,45,20,45,151,186,290,331,309,422,456,374,181,257,295,265,535,719,860,1208,793,633,407,399,389,411,553,645,856,679,615,543,268,212,117,83,77,39,18,17,12,17,18,25,40,118,242,342,868,2416,5295,5803,7496,5334,2730,977,353,102,57,18,25,19,5,9,10,3,0
HR_Yamunanagar,0,0,0,0,0,0,4,4,0,0,1,10,22,41,16,8,21,19,39,120,111,220,459,391,578,677,607,523,493,233,213,187,96,104,100,132,138,250,155,194,192,151,94,78,61,49,39,45,48,44,78,171,336,547,634,1048,1246,1758,2344,2729,2348,2029,1131,599,340,138,37,27,20,7,10,12,6,9
HP_Chamba,0,0,0,0,0,0,6,3,3,1,7,10,5,8,8,3,5,19,15,16,84,90,63,57,81,143,64,107,85,84,59,67,56,147,260,186,200,257,272,181,136,76,46,17,15,11,5,11,3,3,7,1,4,19,59,229,201,295,657,1352,1938,1169,762,573,445,230,183,184,227,176,189,206,336,576
HP_Hamirpur,0,0,0,0,0,0,2,2,4,52,47,14,10,35,72,27,7,7,14,14,40,60,54,44,135,94,44,87,86,55,71,94,64,155,144,201,317,199,194,156,157,95,86,60,31,10,3,0,6,7,14,34,59,201,241,416,551,838,1314,1991,2398,1446,755,526,246,147,93,64,54,39,28,46,129,197,0,0,0,0,0,0,0,-14882,1,2,2,3,31,26,4,17,18,55,41,115,51,63,64,93,112,124,97,84,72,80,52,52,44,39,25,30,52,48,27,19,12,13,5,1,2,1,2,3,5,0,1,1,5,5,5,56,288,760,1187,986,202,78,24,14,2,1,7,9,3,0,2,4,1,1
HP_Kangra,0,0,0,0,0,0,5,3,12,29,30,26,33,32,81,32,20,26,60,79,52,55,94,128,234,402,378,280,308,195,169,96,222,281,480,490,724,835,745,456,460,264,160,113,56,45,40,87,30,84,204,94,195,334,570,853,1370,2374,4029,7159,8549,6069,2809,1382,721,497,146,143,120,110,88,144,213,388
HP_Kinnaur,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,27,1,4,2,4,1,13,14,8,22,18,18,44,13,11,30,35,115,109,134,64,117,216,172,65,39,21,7,4,3,20,10,5,4,8,1,1,4,6,4,14,87,92,180,287,251,304,289,161,89,48,22,35,18,5,13,14,13,25
HP_Kullu,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,3,12,4,13,59,112,45,18,20,92,60,124,138,155,144,231,315,287,520,598,513,356,262,160,89,34,19,8,9,11,7,8,9,7,11,19,19,24,58,153,249,426,525,629,657,616,410,250,171,95,122,59,31,45,30,88,84,103
HP_Lahaul and Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,0,11,77,41,38,43,68,26,75,64,173,326,108,56,49,37,28,18,4,2,6,0,0,0,0,0,0,0,0,1,0,52,232,156,243,207,192,135,75,67,49,26,14,10,18,4,7,4,34,45
HP_Mandi,0,0,0,0,0,0,0,2,0,8,2,8,2,1,4,7,4,9,54,71,64,68,80,13,50,316,489,345,229,257,282,301,359,604,1025,738,1018,819,992,836,474,196,94,54,23,71,187,93,21,15,11,23,44,75,141,401,675,1085,1776,3472,3740,2221,1287,746,621,285,166,169,163,172,152,259,434,487
HP_Shimla,0,0,0,0,0,0,0,1,0,1,7,3,7,11,9,8,8,16,54,43,29,33,36,54,69,194,276,297,235,246,299,236,326,607,1125,1122,1323,1595,786,537,321,214,65,83,45,51,31,34,15,35,24,52,106,122,272,448,723,1121,1692,2565,2706,2193,1159,659,344,214,219,132,129,120,93,127,239,211
HP_Sirmaur,0,0,0,0,0,0,2,0,2,0,0,7,16,3,7,3,2,21,163,119,58,84,98,255,184,171,316,220,134,106,122,122,64,69,82,78,92,107,175,146,98,69,70,55,82,29,16,15,24,22,58,125,38,191,111,288,465,1027,1716,2259,2401,1479,782,438,234,123,63,35,12,1,5,12,12,21
HP_Solan,0,0,0,0,0,0,9,0,0,10,7,6,7,35,21,19,63,129,201,156,148,128,291,179,230,433,552,259,217,194,140,95,104,169,253,316,470,511,450,228,241,203,123,57,29,28,26,14,17,17,51,71,110,308,348,751,1027,1754,2020,2985,2460,1621,1097,418,228,89,56,46,109,30,13,35,39,25
HP_Una,0,0,0,0,0,0,16,1,1,2,17,5,19,19,21,18,19,20,20,39,56,50,35,92,131,222,273,148,112,71,54,42,48,90,146,136,150,172,190,132,103,84,53,34,13,25,27,64,25,25,52,87,308,457,411,443,555,792,770,1345,1994,1264,735,576,259,111,71,75,36,26,24,28,51,13
JK_Anantnag,0,0,0,0,0,0,99,23,40,110,42,72,99,106,42,84,64,251,119,160,210,227,292,236,223,349,355,241,151,161,168,238,72,59,124,78,39,69,54,82,23,53,13,18,27,27,29,23,28,36,33,33,24,30,81,143,194,474,1257,2494,1569,1676,1287,697,455,303,215,154,88,54,27,19,18,33
JK_Bandipora,0,0,0,0,0,0,128,6,1,5,7,47,42,24,28,15,33,92,163,164,217,410,412,311,225,380,410,199,195,160,157,126,83,80,104,109,62,86,52,69,24,28,14,10,7,7,4,6,7,7,4,6,7,14,43,85,85,134,437,625,708,905,566,359,257,179,116,76,52,56,29,9,44,40
JK_Doda,0,0,0,0,0,0,0,0,0,1,4,31,21,10,5,18,34,34,70,60,14,32,34,42,83,239,803,572,164,112,107,114,51,49,102,112,166,108,91,55,34,19,28,7,2,1,4,3,0,2,0,2,7,7,9,30,34,77,242,256,503,470,495,432,320,271,158,143,147,76,66,68,89,65
JK_Ganderbal,0,0,0,0,0,0,14,9,0,4,5,10,19,6,19,35,40,106,51,103,233,240,251,226,300,354,478,316,138,178,166,119,129,141,231,155,102,94,71,64,45,39,40,30,28,22,33,15,5,4,9,10,6,7,37,53,116,204,426,608,672,842,850,508,249,132,142,102,91,70,45,60,59,47
JK_Jammu,0,0,0,0,0,0,26,5,8,33,58,70,67,42,16,63,85,111,239,299,391,394,355,641,1999,3045,1964,1777,2574,898,827,805,776,707,660,690,849,823,775,685,678,511,351,294,246,120,57,61,74,68,81,84,117,241,364,921,1465,3236,3397,4156,4318,3643,2818,1428,479,248,125,87,123,89,65,62,75,68
