Districtid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74
ML_West Garo Hills,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,7,6,10,17,110,107,79,78,142,61,63,135,83,112,87,104,62,51,195,71,67,27,14,9,6,0,2,1,0,1,0,0,1,0,3,0,0,23,5,4,24,67,157,326,397,433,484,473,452,415,325,423,703,712,675,483,299
ML_West Jaintia Hills,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,9,6,3,1,2,1,7,6,2,5,14,43,38,35,33,93,19,2,16,15,72,50,0,1,23,9,0,1,4,26,1,0,0,0,0,0,0,6,94,65,68,73,230,350,392,329,422,416,447,332,326,250,369,443,318,258
ML_West Khasi Hills,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8,0,27,17,2,6,3,-2,5,3,45,10,0,5,23,4,2,5,1,2,2,0,1,1,0,1,3,0,1,0,0,0,0,0,1,1,15,15,39,83,104,129,143,108,122,79,113,128,207,90,226,529,531,376
MZ_Champhai,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,2,1,0,3,0,0,0,0,1,0,0,4,2,2,1,0,36,2,8,14,6,0,2,0,0,0,0,0,0,0,0,3,3,1,1,0,0,2,5,2,6,4,6,41,30,7,8,15,11,7,19,24,19,66,110,112,177
MZ_Kolasib,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,2,-1,24,59,57,16,12,22,7,5,11,5,13,3,6,0,5,10,2,2,6,1,7,1,2,3,2,0,1,0,0,0,0,0,0,0,0,18,9,11,38,69,56,110,52,122,139,98,193,221,274,406,418,500,462,549
MZ_Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,9,0,1,1,1,7,0,0,2,1,8,35,3,4,7,7,4,27,43,63,20,33,20,4,6,3,7,2,0,1,2,7,0,0,0,0,0,0,2,11,57,53,36,12,35,175,177,102,216,174,60,374,150,135,283,243,318
MZ_Lunglei,0,0,0,0,0,0,0,0,0,0,0,2,43,1,1,2,9,5,8,2,20,15,6,5,1,4,17,43,57,21,5,11,4,2,11,6,15,15,19,18,17,13,6,5,1,2,2,2,1,1,0,0,0,0,0,3,24,11,8,78,70,72,125,151,120,112,112,117,275,347,669,359,318,228
MZ_Mamit,0,0,0,0,0,0,0,0,0,0,0,1,8,9,1,1,0,1,0,0,0,0,0,7,5,0,1,4,8,5,3,1,4,0,12,6,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,4,47,44,10,12,14,13,8,13,15,56,110,205,187,246,173,314
MZ_Saiha,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,9,5,3,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,41,33,11,27,26,25,65,56,46,54,78,101,115,149,107
MZ_Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,1,2,0,3,2,0,4,10,15,17,2,3,18,3,0,7,22,42,1,12,5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,9,80,144,43,62,61,58,6,10,26,18,34,15,26,50,28,18
NL_Dimapur,0,0,0,0,0,0,0,0,0,0,22,-13,30,-9,34,23,54,146,132,300,615,282,132,27,87,627,181,271,319,319,423,616,430,223,190,509,168,102,91,31,25,14,33,18,13,5,4,2,1,1,0,0,0,4,8,24,80,372,855,1085,1056,890,560,394,179,149,126,141,109,126,232,194,179,176
NL_Kiphire,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,4,3,0,0,2,0,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26,12,33,20,8,8,6,12,13,20,7,6,10,5
NL_Kohima,0,0,0,0,0,0,0,0,0,0,12,-7,7,-1,32,8,30,34,119,189,81,309,136,160,138,286,127,178,134,164,209,134,211,109,75,220,220,98,192,83,20,6,7,52,5,4,53,33,6,7,12,12,0,0,124,12,35,80,212,545,591,681,486,275,170,154,216,171,133,274,233,197,185,130
NL_Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,0,1,4,4,2,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,10,15,28,23,14,13,9,10,0,11,23,29,8,32,17
NL_Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,8,5,0,0,1,3,7,8,7,2,6,5,46,4,6,4,3,0,0,3,4,37,8,7,2,8,3,0,0,0,1,0,0,2,0,0,0,1,11,3,20,33,58,85,97,302,252,164,82,119,83,127,68,103,91,109
NL_Mon,0,0,0,0,0,0,0,0,0,0,0,23,0,25,12,6,35,7,36,29,90,25,2,10,18,7,8,7,70,12,33,24,16,63,15,4,19,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,42,88,12,71,28,28,47,18,18,15,18,24,11,5
NL_Peren,0,0,0,0,0,0,0,0,0,0,0,53,10,21,78,88,42,32,6,1,0,12,2,2,0,3,1,0,0,13,10,10,-78,5,3,147,18,0,15,4,1,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,7,14,18,12,11,5,32,60,38,18,12,23,25,80,18
NL_Phek,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4,4,1,10,3,0,0,1,1,0,0,2,0,1,0,0,-1,1,3,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,7,28,56,99,44,37,24,19,23,14,17,14,12,17,3
NL_Tuensang,0,0,0,0,0,0,0,0,0,0,2,5,1,3,2,17,16,3,1,1,0,2,2,4,14,0,2,4,34,2,19,18,0,2,5,38,15,14,12,6,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,20,21,48,45,127,113,95,36,34,36,15,33,20,48,17,33
NL_Wokha,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,1,0,0,7,8,3,2,3,0,1,0,1,0,0,0,1,-8,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,18,32,21,41,31,7,19,18,17,19,16,11,18,23
NL_Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,7,0,60,19,16,5,2,3,2,4,0,0,7,6,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,26,75,56,40,48,18,40,25,16,12,4,4,39,27
OR_Balangir,0,0,0,0,0,0,2,0,0,7,60,47,25,9,15,48,47,22,31,150,168,249,431,440,230,746,670,533,653,644,560,493,469,460,318,231,202,171,115,77,91,128,132,61,16,17,20,12,13,26,12,8,12,71,55,164,666,1467,1957,2131,2377,2375,1172,625,464,249,190,105,71,64,59,43,31,30
OR_Bargarh,0,0,0,0,0,0,0,0,0,0,2,14,2,34,17,64,35,76,101,80,158,217,402,741,1084,1150,946,790,761,678,567,404,306,445,293,158,139,120,110,101,74,102,98,113,60,49,49,43,47,38,22,10,35,56,174,313,786,1698,2272,3146,2913,2475,2415,1498,788,465,307,209,133,130,133,58,45,51
OR_Bhadrak,0,0,0,0,0,0,19,6,21,52,15,27,17,28,40,20,37,35,194,115,230,546,604,539,642,577,570,635,485,443,331,336,153,190,112,95,76,46,69,26,60,19,17,29,16,15,-8,7,8,1,20,0,5,19,22,99,243,404,701,1233,1559,2438,1672,1807,1812,1212,1171,1085,771,586,526,460,286,158
OR_Cuttack,0,0,0,0,0,0,1,1,8,47,38,72,144,70,156,178,272,197,430,511,828,794,1427,2535,2334,2590,2852,3748,2272,1505,1122,972,794,747,652,366,305,209,155,170,153,118,59,72,39,78,47,44,12,28,27,55,87,142,139,290,801,2008,3440,5237,5979,6576,6269,5105,4000,2670,2822,3356,2940,2039,1897,1575,1106,1025
OR_Dhenkanal,0,0,0,0,0,0,1,0,0,1,16,15,16,3,21,11,11,26,31,193,186,334,290,356,428,526,518,470,441,424,272,271,230,202,162,102,52,29,26,18,8,6,6,3,2,1,2,1,2,0,1,3,5,13,10,17,51,171,158,779,1344,1195,2898,2321,1186,741,493,480,496,371,379,226,114,120
OR_Gajapati,0,0,0,0,0,0,0,0,0,4,16,41,23,107,236,22,144,71,245,601,394,376,328,224,128,176,188,139,158,83,55,49,48,28,34,18,13,2,5,14,6,1,10,54,10,11,8,2,0,4,2,5,3,2,4,16,164,337,736,832,746,652,487,486,275,237,140,87,60,41,68,40,23,21
OR_Ganjam,0,0,0,0,0,0,2,116,159,64,63,193,81,175,342,871,1568,1646,2914,2478,1961,1816,1629,1378,1088,581,442,429,280,313,203,212,165,194,104,92,68,50,38,44,33,19,20,14,14,9,12,9,2,5,5,2,26,15,48,139,352,691,1433,1659,1891,1678,1416,918,437,223,144,140,91,83,72,59,57,46
OR_Jharsuguda,0,0,0,0,0,0,2,0,0,3,2,1,7,6,59,48,37,47,61,44,68,126,257,363,453,762,743,1022,646,513,460,346,296,237,202,174,165,87,84,62,55,72,80,111,44,30,15,26,27,29,36,16,19,26,74,235,442,1897,2731,2433,2766,2131,1300,719,363,109,86,75,90,69,52,43,25,35
OR_Kalahandi,0,0,0,0,0,0,2,0,0,11,7,7,14,23,6,6,3,6,26,126,226,250,337,180,323,364,547,547,443,535,472,396,299,286,256,182,146,87,92,40,40,23,7,22,8,16,7,12,6,7,4,5,6,51,209,372,614,2338,2105,2615,2346,2032,2239,1322,491,362,218,140,111,64,50,41,25,33
OR_Kandhamal,0,0,0,0,0,0,0,0,0,5,8,12,42,80,30,9,7,13,147,219,268,459,479,348,240,392,627,796,496,374,272,220,105,100,76,46,18,21,7,4,2,4,1,11,2,4,0,3,0,3,1,0,2,2,9,26,74,180,312,485,637,646,665,543,519,324,261,152,153,123,125,117,70,36
OR_Kendrapara,0,0,0,0,0,0,2,6,18,14,31,92,12,23,37,29,32,45,66,85,157,152,312,469,541,812,820,874,768,763,527,447,457,392,330,224,143,94,52,64,84,87,48,12,9,11,3,2,1,6,2,0,4,13,11,23,86,308,436,880,1128,1154,1701,1908,1645,793,818,846,842,536,556,485,264,242
OR_Kendujhar,0,0,0,0,0,0,1,1,2,7,11,10,27,39,9,50,135,97,118,281,223,160,227,367,537,487,504,482,824,525,356,448,392,388,303,242,253,120,75,47,71,63,49,36,14,10,8,15,14,2,6,8,3,6,22,105,502,945,1159,1107,1427,1391,842,1234,887,565,462,486,462,346,217,145,115,115
OR_Khordha,0,0,0,0,0,0,47,3,6,18,57,95,108,105,332,173,287,634,985,1635,1618,2059,3126,4174,5156,4822,4705,4935,4478,3597,2506,1722,1233,1127,719,594,407,305,306,279,234,155,107,72,64,43,56,41,28,46,57,54,67,203,378,888,2380,6085,8888,9950,11115,10435,8698,8006,5703,4021,3515,3472,3189,3202,3233,3115,2712,2639
OR_Koraput,0,0,0,0,0,0,1,0,0,0,7,6,3,7,4,29,38,130,219,373,327,569,731,795,742,678,688,567,392,298,265,281,219,171,117,61,36,49,17,23,6,11,4,6,8,2,1,3,7,4,0,2,3,16,17,49,95,323,523,933,1244,1939,1548,1291,950,500,495,433,297,165,64,47,42,20
OR_Malkangiri,0,0,0,0,0,0,0,0,0,8,11,2,4,26,7,53,23,140,107,185,270,320,539,549,271,205,331,371,374,329,308,216,188,184,56,55,32,20,21,7,6,4,5,11,0,2,0,2,1,2,1,0,0,0,2,2,19,104,225,440,520,730,713,749,634,434,444,497,288,216,145,57,37,43
OR_Mayurbhanj,0,0,0,0,0,0,0,8,3,3,3,53,38,31,42,72,74,128,76,160,170,316,824,1077,1541,852,965,1070,983,800,852,651,540,575,524,355,342,228,177,152,143,101,65,47,23,20,27,27,21,25,41,46,61,62,64,169,352,756,1551,1486,2082,3556,2482,3463,2108,1147,1184,1248,938,736,542,379,248,225
OR_Nabarangapur,0,0,0,0,0,0,0,0,0,1,1,0,0,11,22,18,36,67,27,95,69,118,268,296,321,666,668,664,498,509,316,374,233,183,123,79,53,20,11,24,23,12,5,4,4,5,1,1,2,5,8,2,8,5,30,117,617,1244,2134,2591,2087,2574,2068,1467,1129,620,348,213,130,79,70,66,23,13
OR_Nayagarh,0,0,0,0,0,0,0,1,5,26,33,18,25,5,25,26,101,61,132,198,247,435,703,825,453,418,383,425,452,339,228,227,203,183,110,39,33,24,19,14,12,29,7,12,3,1,0,0,2,2,2,3,3,3,8,48,114,498,921,1476,1906,2067,1731,1729,1113,851,854,818,620,485,496,271,193,234
OR_Nuapada,0,0,0,0,0,0,0,0,0,0,18,50,6,5,2,1,4,14,6,37,20,86,55,103,338,622,658,715,598,788,549,537,401,499,278,213,279,136,71,108,80,80,41,50,56,62,21,16,19,13,3,3,16,104,333,440,1279,3142,2756,2018,2256,1494,408,281,176,141,103,56,43,25,38,36,17,12
OR_Puri,0,0,0,0,0,0,1,0,17,47,22,13,48,63,37,43,62,45,188,217,415,430,787,901,970,1769,1838,1528,1012,788,500,411,375,383,290,170,157,124,134,96,111,17,58,90,122,46,39,43,34,18,35,6,14,27,55,214,575,1765,2145,2816,3083,3033,2652,3002,2031,1442,1506,1270,1041,748,620,766,504,288
OR_Rayagada,0,0,0,0,0,0,0,0,0,0,0,2,5,10,21,77,24,48,300,410,564,489,1013,1702,543,780,711,543,326,168,155,121,70,80,54,44,27,28,17,15,17,4,5,24,2,9,19,7,11,5,6,6,12,15,28,119,221,546,905,1151,1137,1477,1288,1345,958,603,470,363,268,162,139,101,69,69
OR_Sambalpur,0,0,0,0,0,0,0,0,0,5,3,8,7,1,25,21,41,45,91,190,550,422,491,743,572,631,884,786,788,772,393,303,196,251,232,178,145,89,88,151,142,175,83,152,124,77,35,29,47,79,89,28,28,45,74,328,891,1461,2130,3353,3477,3161,2065,1293,641,306,211,192,181,146,208,113,109,92
OR_Sundargarh,0,0,0,0,0,0,10,3,13,7,15,33,42,23,35,75,404,118,242,415,675,851,777,571,504,685,793,877,607,741,1130,709,666,661,690,477,388,297,334,302,347,203,205,210,148,127,107,89,83,56,62,69,66,115,253,1106,2961,4150,4842,8281,6614,5401,3864,2656,1527,685,519,346,450,474,292,260,126,87
PY_Karaikal,0,0,0,0,0,0,0,0,2,0,0,0,1,7,29,6,41,34,30,38,109,182,163,217,120,258,450,604,383,346,211,128,70,61,34,52,31,39,38,42,29,36,31,15,24,23,37,24,17,29,38,33,57,175,310,361,583,592,732,994,1423,1550,1354,947,689,352,242,195,136,95,79,111,57,95
PY_Mahe,0,0,0,0,0,0,2,0,0,2,0,0,4,1,1,8,3,0,2,0,4,1,2,14,24,34,44,97,75,285,121,96,135,109,105,79,94,112,112,86,81,54,74,51,72,64,60,25,35,38,30,20,25,14,48,60,129,244,324,280,243,229,204,147,114,63,78,106,86,46,47,76,89,139
PY_Puducherry,0,0,0,0,0,0,7,1,5,7,31,50,64,154,250,268,368,482,688,833,1246,1902,2486,2970,2653,2402,2285,2737,2173,1775,1356,842,606,530,389,209,119,147,77,137,116,129,143,112,122,125,125,121,77,74,58,118,224,440,793,1143,2474,4046,6135,7840,9945,9580,6401,4238,2775,1993,1440,1047,800,618,476,484,440,433
PB_Amritsar,0,0,0,0,0,0,143,145,13,17,56,60,167,153,117,76,93,185,266,420,376,455,468,598,832,1643,1761,1333,1001,712,314,268,199,193,165,369,415,412,466,293,199,162,131,144,111,98,90,98,142,328,371,693,1159,1744,2288,1998,2341,3315,3141,3975,3369,2433,1872,939,768,331,233,149,120,63,42,32,29,52
PB_Barnala,0,0,0,0,0,0,2,19,0,1,1,2,6,12,7,19,5,5,37,133,183,195,250,177,234,148,194,149,76,67,64,60,21,46,39,34,25,19,18,12,7,18,11,6,9,21,11,5,4,4,13,22,58,123,134,151,208,248,400,335,450,581,349,210,109,65,37,21,15,5,9,6,1,11
PB_Bathinda,0,0,0,0,0,0,2,38,1,1,5,8,2,7,25,17,23,48,83,165,384,308,565,423,751,1026,867,848,492,238,281,271,269,262,252,330,265,287,245,115,150,94,104,83,64,79,96,40,41,85,107,186,311,503,928,1021,1698,2968,3853,5279,5377,4216,2354,1207,686,394,278,135,107,99,38,26,15,45
PB_Faridkot,0,0,0,0,0,0,6,39,10,6,1,7,17,8,7,10,41,44,62,36,97,172,225,269,391,442,450,280,191,139,102,88,96,97,101,136,76,53,71,47,30,25,35,50,20,64,9,45,20,31,60,116,113,251,265,527,464,842,971,1124,1466,1119,846,645,372,189,131,92,26,29,25,10,0,14
PB_Fatehgarh Sahib,0,0,0,0,0,0,9,20,27,1,1,11,5,13,20,15,22,52,80,93,96,162,242,210,114,170,278,180,137,66,59,49,35,26,32,48,52,50,55,37,22,26,13,23,33,15,27,37,27,32,76,190,204,264,301,306,295,353,434,767,708,897,510,304,182,98,62,42,22,25,13,12,3,18
PB_Fazilka,0,0,0,0,0,0,4,35,5,0,2,0,4,5,35,12,3,44,59,95,64,74,192,184,261,313,369,413,291,210,122,107,151,146,119,147,120,68,89,43,42,24,17,15,11,13,7,7,5,12,20,76,95,217,178,264,536,927,1654,2515,3504,2614,1839,730,432,229,162,75,61,46,21,16,20,21
PB_Gurdaspur,0,0,0,0,0,0,5,110,7,8,7,11,18,10,32,34,45,20,56,231,250,247,269,850,547,1150,974,778,480,341,195,128,88,82,100,172,126,147,154,88,111,82,71,57,52,50,39,63,53,95,194,394,677,853,905,681,985,1249,1245,1483,1336,1194,1055,541,423,226,153,78,59,31,23,15,22,0
PB_Hoshiarpur,0,0,0,0,0,0,42,48,2,10,14,18,3,18,16,15,8,64,193,95,73,203,173,492,383,924,863,582,491,312,217,685,254,159,178,215,160,227,188,180,143,122,85,76,70,46,70,105,144,343,569,1134,1714,1613,1463,1093,1247,1446,1651,1934,2461,1943,1250,942,657,378,173,102,70,36,40,17,18,27
PB_Jalandhar,0,0,0,0,0,0,120,55,32,6,28,29,53,213,150,148,353,429,321,474,616,746,1284,1037,1524,1809,1743,1363,762,694,409,312,424,465,477,752,909,651,604,452,288,255,157,197,138,137,188,135,262,388,821,1125,2046,2672,2778,2737,2512,3129,4074,5071,4395,3896,2804,1436,799,520,242,146,99,101,64,37,52,28
PB_Kapurthala,0,0,0,0,0,0,13,11,8,3,1,4,2,20,23,24,17,23,45,97,122,178,231,340,312,511,544,499,388,334,116,92,112,72,96,51,96,78,79,75,72,59,39,62,46,63,60,96,100,274,587,622,869,977,660,952,665,704,954,877,1447,985,675,548,264,166,122,51,66,32,17,19,18,19
PB_Ludhiana,0,0,0,0,0,0,97,28,14,34,7,52,101,163,246,275,299,451,560,1050,1511,1672,2372,1577,1193,1560,2765,1299,1007,750,523,361,325,439,510,705,696,696,516,467,275,248,224,196,239,250,287,243,332,438,671,912,1759,2578,2564,2904,3936,5837,7972,9080,9587,5568,3173,1658,901,449,256,167,98,98,41,36,45,79
PB_Mansa,0,0,0,0,0,0,13,7,12,0,0,2,0,5,5,5,8,10,29,30,62,76,115,164,230,231,291,226,105,141,57,45,48,78,50,66,66,105,48,25,26,15,34,22,8,11,3,10,7,6,33,47,92,128,197,271,494,1117,1689,2327,2331,1333,1684,643,304,158,102,56,37,15,10,2,6,3
PB_Moga,0,0,0,0,0,0,28,28,3,0,2,5,3,6,19,22,27,51,71,78,187,161,423,265,222,221,172,170,120,108,37,15,22,33,32,43,37,45,30,25,20,15,12,16,10,19,11,8,19,43,91,92,170,238,149,318,341,557,644,805,768,566,336,264,168,112,33,43,18,11,6,7,0,11
PB_Pathankot,0,0,0,0,0,0,25,4,0,3,28,26,52,29,38,19,20,24,43,109,131,176,150,314,254,681,639,623,438,209,201,104,101,124,120,155,181,187,171,136,157,69,44,38,15,13,6,17,24,25,59,67,160,261,247,417,541,1140,1436,2244,2139,1775,1202,451,225,113,58,51,35,16,14,8,17,23
PB_Patiala,0,0,0,0,0,0,86,10,4,7,11,8,23,57,69,79,209,317,414,491,734,1058,1131,1156,1190,1260,1867,1012,586,347,277,211,195,271,378,510,553,345,316,211,238,166,158,154,133,118,114,97,181,320,545,786,1382,1687,1568,1818,2211,2947,3576,4287,4068,2645,1844,919,591,312,157,123,89,29,24,35,22,24
PB_Rupnagar,0,0,0,0,0,0,6,12,42,0,2,9,7,6,18,12,10,34,38,69,84,86,219,184,156,262,390,310,205,128,70,56,61,81,66,116,89,122,146,151,60,51,62,48,15,44,27,39,40,48,90,175,367,523,545,704,688,716,926,1021,1284,808,594,336,202,126,36,13,21,4,8,5,3,5
PB_S.A.S. Nagar,0,0,0,0,0,0,94,1,7,0,9,13,30,59,29,44,82,152,159,196,373,484,841,897,993,1679,2287,1394,951,546,391,311,354,420,639,900,928,905,701,594,447,347,397,311,288,191,155,160,167,322,520,888,1641,2292,2292,3136,4176,5776,6537,6267,6286,4108,2057,980,535,271,169,119,67,34,29,27,26,47
PB_Sangrur,0,0,0,0,0,0,7,81,0,0,8,8,34,66,159,164,102,92,203,169,166,231,376,274,233,315,432,303,195,108,66,73,49,88,48,90,57,41,47,35,27,19,22,27,16,14,17,27,23,61,127,108,215,302,379,440,502,960,1154,1724,1525,1353,1033,564,335,152,104,44,49,19,9,10,6,7
PB_Shahid Bhagat Singh Nagar,0,0,0,0,0,0,23,81,-1,2,1,1,12,2,7,20,42,68,33,25,23,115,102,144,95,163,308,246,159,105,59,29,32,63,51,51,74,64,63,41,44,32,76,60,48,76,119,347,402,543,641,1007,730,550,420,383,266,350,429,681,588,554,335,174,117,75,31,19,16,8,-2,4,1,8
PB_Sri Muktsar Sahib,0,0,0,0,0,0,7,58,0,1,0,4,2,7,47,7,11,26,32,37,56,74,252,218,328,450,416,354,181,131,122,111,92,102,149,123,154,67,70,63,41,23,10,18,13,13,9,11,22,17,21,49,121,176,248,370,428,1062,1687,2284,2297,2929,1626,761,324,153,104,45,47,32,18,12,3,7
PB_Tarn Taran,0,0,0,0,0,0,14,143,-3,-1,4,2,5,16,7,19,10,6,40,111,94,72,116,98,162,242,210,195,150,137,76,48,30,15,15,9,13,9,15,10,7,12,0,18,17,8,2,24,21,47,68,121,202,258,815,403,398,606,597,534,403,450,317,220,148,73,40,30,24,10,4,6,11,8
RJ_Ajmer,0,0,0,0,0,0,165,46,43,31,51,27,52,30,44,79,159,290,464,489,526,550,584,429,500,605,744,630,633,748,698,684,593,830,926,1091,1522,859,597,339,293,217,172,144,70,60,25,73,35,24,68,74,135,317,413,708,1726,3401,4379,3341,3376,1459,716,209,115,46,12,7,5,6,12,5,8,11
RJ_Alwar,0,0,0,0,0,0,11,9,13,12,8,29,168,90,123,193,459,535,1114,1340,1033,673,821,809,759,707,731,765,862,1131,950,854,883,808,841,1217,1553,717,449,289,294,204,117,79,75,36,32,23,11,13,18,18,38,110,219,755,2196,5160,8598,6141,6922,3600,1923,904,406,219,299,183,48,26,10,9,8,9
RJ_Banswara,0,0,0,0,0,0,66,0,2,17,0,0,5,2,2,5,3,9,27,80,63,83,58,110,156,154,186,136,89,86,117,23,34,23,33,38,86,76,82,82,136,89,47,40,29,20,3,23,39,26,50,68,78,113,152,323,380,1120,2223,1257,844,584,279,93,34,4,2,0,0,1,12,0,3,0
RJ_Baran,0,0,0,0,0,0,1,0,3,1,10,43,4,0,3,2,9,2,24,37,88,101,77,76,284,229,170,84,71,47,68,34,28,50,46,112,196,85,139,122,119,141,51,34,31,5,9,4,9,8,6,9,27,75,116,354,781,1340,1827,2397,1266,730,318,71,5,6,2,2,1,1,1,0,0,1
RJ_Barmer,0,0,0,0,0,0,2,2,14,58,23,7,16,61,94,158,238,183,311,264,254,184,226,102,132,150,89,99,167,131,126,163,180,249,187,207,231,227,188,110,81,40,30,13,12,18,9,9,13,5,24,29,13,11,43,87,237,1400,1447,2231,2315,1587,614,232,119,37,11,19,15,4,2,5,2,3
RJ_Bharatpur,0,0,0,0,0,0,112,4,7,12,100,374,328,379,206,213,219,162,215,304,225,302,324,138,139,153,118,209,224,223,372,485,323,355,325,447,603,576,447,155,145,66,28,31,19,4,10,10,7,10,5,3,18,21,43,153,509,780,823,1138,4426,1939,433,136,19,9,7,5,12,1,1,0,0,2
RJ_Bhilwara,0,0,0,0,0,0,37,6,7,61,29,26,21,35,23,20,24,61,135,200,320,250,400,482,124,239,489,722,854,766,209,245,162,198,272,513,852,472,458,407,310,289,211,157,89,45,58,54,42,35,43,95,138,201,295,1032,2123,3952,3810,3578,2447,1016,422,121,56,15,9,4,1,3,3,0,0,0
RJ_Bikaner,0,0,0,0,0,0,37,1,4,33,29,6,11,68,56,190,427,473,361,335,497,601,536,660,428,449,372,555,937,1785,1999,1240,1689,1349,1366,993,775,347,190,111,60,31,21,17,8,9,2,2,2,14,8,14,40,61,137,416,1232,3650,4428,4234,3310,1968,913,401,230,97,36,12,18,11,10,3,3,3
RJ_Bundi,0,0,0,0,0,0,0,0,0,0,2,2,5,1,4,1,3,18,26,89,104,115,84,74,169,228,183,90,57,47,77,43,48,49,85,138,267,242,220,169,148,121,74,47,23,11,1,3,3,3,3,6,14,58,72,161,261,717,989,958,805,518,217,84,25,4,0,1,0,0,0,0,0,0
RJ_Chittorgarh,0,0,0,0,0,0,27,109,16,18,6,15,8,5,4,3,4,1,12,59,84,156,193,94,185,248,156,144,253,159,133,95,93,131,157,147,202,206,214,135,164,104,97,54,31,19,20,32,16,5,19,24,52,140,318,653,1032,1672,2448,4444,3102,1155,536,124,40,7,13,8,7,0,1,0,0,0
RJ_Churu,0,0,0,0,0,0,14,3,16,35,36,48,35,57,57,30,46,122,64,109,45,42,42,128,162,127,183,217,341,197,319,266,188,228,196,224,296,135,99,101,77,77,11,3,0,1,0,0,0,0,0,7,0,3,11,67,311,1579,1341,3699,2903,1429,647,191,86,44,10,6,5,1,1,1,0,0
RJ_Dausa,0,0,0,0,0,0,21,1,10,9,9,14,19,21,27,39,40,25,44,44,29,49,54,101,97,21,102,186,169,57,160,154,116,185,88,120,102,123,74,30,44,17,9,7,9,2,3,0,1,1,1,5,3,5,15,74,402,1644,2042,2263,2462,1394,265,189,59,45,8,14,22,3,0,1,2,0
RJ_Dungarpur,0,0,0,0,0,0,6,3,33,272,42,18,14,20,21,32,27,26,45,39,113,82,62,119,172,133,172,213,257,212,200,112,90,102,132,232,297,406,298,294,230,185,128,67,34,24,12,23,28,32,176,139,160,261,551,1157,1527,1886,1599,2027,2265,969,514,95,14,3,1,1,0,2,0,1,0,0
RJ_Ganganagar,0,0,0,0,0,0,0,0,0,1,5,1,13,20,13,7,11,34,34,117,63,121,100,87,86,180,210,192,319,448,402,662,514,586,557,428,534,327,208,130,113,75,42,50,25,37,12,9,7,8,5,16,14,44,101,180,373,1123,1767,2709,2375,1848,1152,488,155,74,39,39,10,14,12,10,0,2
RJ_Hanumangarh,0,0,0,0,0,0,11,0,3,0,16,0,4,14,12,21,48,17,41,35,19,38,58,60,46,110,138,123,194,156,142,141,283,207,202,182,290,111,123,55,27,8,25,8,5,3,0,0,0,0,26,24,9,29,103,282,508,1330,2400,2528,2049,1517,1183,589,310,106,30,15,11,4,10,7,3,2
